Genes,PN_VT_WT_acj6_B24,PN_VT_WT_acj6_C24,PN_VT_WT_acj6_D24,PN_VT_WT_acj6_E24,PN_VT_WT_acj6_F24,PN_VT_WT_acj6_G24
FBgn0263271,0,0,0,0,0,0
FBgn0263278,2301,3007,1881,2095,1982,2603
FBgn0263289,2531,3026,1855,3302,3462,5602
FBgn0263290,0,8,0,3,0,1
FBgn0263314,0,0,0,0,0,0
FBgn0263316,41,217,148,175,490,34
FBgn0263320,0,0,0,0,0,0
FBgn0263321,0,0,0,0,1,0
FBgn0263322,0,4,0,0,0,0
FBgn0263323,11,1,13,38,2,15
FBgn0263324,1,0,0,0,0,0
FBgn0263325,0,0,0,0,0,0
FBgn0263326,0,0,0,0,0,0
FBgn0263327,2,0,0,0,0,0
FBgn0263328,2,0,0,0,1,0
FBgn0263329,0,0,0,0,0,0
FBgn0263330,0,0,1,0,0,16
FBgn0263331,0,0,0,0,0,0
FBgn0263332,0,3,5,10,0,3
FBgn0263333,0,0,0,0,0,0
FBgn0263334,0,0,0,0,13,1
FBgn0263335,0,0,0,0,0,0
FBgn0263336,0,0,0,0,0,0
FBgn0263337,0,0,0,14,0,0
FBgn0263338,7,14,0,9,46,0
FBgn0263339,0,0,0,12,1,6
FBgn0263340,0,0,1,0,0,1
FBgn0263341,0,0,0,0,0,0
FBgn0263342,0,0,0,0,0,0
FBgn0263343,0,3,3,6,0,0
FBgn0263344,0,0,0,0,0,0
FBgn0263345,533,486,222,295,226,377
FBgn0263346,1654,2319,826,3306,3095,2297
FBgn0263351,974,1209,799,487,1055,1096
FBgn0263352,2377,3142,2161,4415,2576,4333
FBgn0263353,651,1136,936,1348,830,945
FBgn0263354,401,1213,552,983,541,1263
FBgn0263355,2240,3322,2431,2898,2023,2013
FBgn0263376,9,18,2,16,48,114
FBgn0263377,0,3,0,0,0,0
FBgn0263378,0,0,0,0,0,0
FBgn0263379,373,657,253,463,263,628
FBgn0263380,91,246,163,110,53,158
FBgn0263381,12,2,18,3,29,36
FBgn0263382,0,0,0,0,0,5
FBgn0263383,0,0,0,0,0,0
FBgn0263384,0,13,0,4,0,3
FBgn0263385,0,0,3,0,0,3
FBgn0263386,0,0,0,0,1,0
FBgn0263387,0,0,0,0,0,0
FBgn0263388,0,0,0,0,0,23
FBgn0263389,0,0,0,1,0,0
FBgn0263390,6,14,0,0,6,5
FBgn0263391,12395,16713,10919,14024,10181,10018
FBgn0263392,9664,12476,7460,25885,17630,21264
FBgn0263395,592,755,923,1122,516,729
FBgn0263396,8980,10370,7954,11681,9977,11052
FBgn0263397,3736,4846,3279,5098,3824,3946
FBgn0263398,1801,2466,2100,2871,1607,2172
FBgn0263399,0,1,0,0,0,2
FBgn0263400,10,2,2,6,11,2
FBgn0263401,0,0,0,0,0,0
FBgn0263402,3,8,0,21,6,44
FBgn0263403,0,0,0,0,0,1
FBgn0263404,0,0,0,1,0,0
FBgn0263405,0,1,0,3,0,0
FBgn0263406,27,0,0,4,2,1
FBgn0263407,0,0,0,1,0,1
FBgn0263408,0,0,0,310,70,235
FBgn0263409,0,0,0,0,0,0
FBgn0263410,0,0,0,0,0,0
FBgn0263411,0,0,0,0,0,0
FBgn0263412,0,0,0,0,0,0
FBgn0263413,98,108,55,192,117,38
FBgn0263414,5,15,8,20,0,46
FBgn0263415,30,55,70,93,94,69
FBgn0263441,21,4,12,67,56,16
FBgn0263442,0,0,0,0,0,0
FBgn0263443,2,0,0,0,0,3
FBgn0263444,0,0,0,0,0,0
FBgn0263445,2,6,15,1,2,2
FBgn0263446,0,0,0,13,0,0
FBgn0263447,0,27,1,0,0,0
FBgn0263448,0,0,0,0,0,2
FBgn0263449,0,0,0,0,0,0
FBgn0263451,0,0,0,1,1,0
FBgn0263452,0,0,0,0,0,0
FBgn0263453,87,67,49,679,404,437
FBgn0263454,0,0,0,0,0,0
FBgn0263455,0,0,1,0,0,0
FBgn0263456,1495,1778,1595,1412,1012,1330
FBgn0263457,5,14,1,0,0,0
FBgn0263458,0,0,0,0,0,0
FBgn0263459,0,0,0,0,0,1
FBgn0263460,0,0,0,0,0,0
FBgn0263461,0,3,0,0,1,0
FBgn0263462,0,0,0,0,0,0
FBgn0263463,1,0,0,0,0,0
FBgn0263464,0,0,0,0,0,0
FBgn0263465,0,0,0,0,0,0
FBgn0263466,0,0,0,1,0,0
FBgn0263467,0,0,0,0,0,0
FBgn0263468,0,0,0,0,0,0
FBgn0263469,0,0,0,0,0,0
FBgn0263470,0,1,8,11,6,12
FBgn0263471,1,0,0,0,0,0
FBgn0263472,0,1,0,0,0,0
FBgn0263473,0,0,0,0,0,0
FBgn0263474,0,0,2,1,0,0
FBgn0263475,0,0,0,2,0,0
FBgn0263476,0,0,0,0,0,0
FBgn0263477,0,0,0,0,0,0
FBgn0263478,0,0,0,0,0,0
FBgn0263479,0,0,0,0,0,0
FBgn0263480,0,0,0,0,1,1
FBgn0263481,0,0,0,0,0,0
FBgn0263482,0,0,0,0,0,0
FBgn0263483,0,0,0,0,0,0
FBgn0263484,0,0,0,0,0,0
FBgn0263485,6,4,1,11,5,1
FBgn0263486,0,0,0,0,0,0
FBgn0263487,0,1,0,0,0,1
FBgn0263488,1,0,0,0,0,0
FBgn0263489,2,1,2,0,0,0
FBgn0263490,6256,11325,5460,11894,7576,13541
FBgn0263492,683,842,302,2101,488,1913
FBgn0263493,0,0,0,0,0,0
FBgn0263494,0,0,0,0,0,0
FBgn0263495,0,5,2,2,4,3
FBgn0263496,0,0,0,0,0,0
FBgn0263497,14,8,2,8,0,16
FBgn0263498,0,0,0,0,0,0
FBgn0263499,7,3,3,4,2,1
FBgn0263500,0,0,0,17,0,0
FBgn0263501,0,0,0,0,2,0
FBgn0263502,0,0,0,0,0,0
FBgn0263503,270,598,308,225,204,305
FBgn0263504,3,3,0,6,0,1
FBgn0263505,0,0,0,0,0,0
FBgn0263506,1,3,0,1,0,11
FBgn0263507,89,67,43,171,59,104
FBgn0263509,0,0,0,0,0,0
FBgn0263510,1000,1061,810,967,1204,1061
FBgn0263511,36,144,16,83,13,32
FBgn0263512,33,59,16,0,0,101
FBgn0263581,0,0,0,0,7,1
FBgn0263582,0,0,0,0,2,5
FBgn0263583,14,0,10,36,36,27
FBgn0263584,0,0,3,0,0,0
FBgn0263585,0,0,0,0,0,0
FBgn0263586,0,0,0,3,0,0
FBgn0263587,0,0,0,0,0,1
FBgn0263588,0,0,0,0,0,0
FBgn0263589,0,0,0,0,0,0
FBgn0263590,3,0,0,0,8,0
FBgn0263593,6309,5888,3472,7358,5955,7371
FBgn0263594,8327,7904,5963,6316,5009,6054
FBgn0263595,0,2,0,0,0,0
FBgn0263596,0,0,0,0,1,0
FBgn0263597,0,0,0,3,0,0
FBgn0263598,94,315,147,66,183,48
FBgn0263599,1875,2020,900,3882,3681,5380
FBgn0263600,97,133,131,125,134,647
FBgn0263601,986,353,279,724,383,691
FBgn0263602,857,800,350,523,762,383
FBgn0263603,44754,69935,47897,88044,66602,90808
FBgn0263605,424,336,131,225,251,211
FBgn0263606,217,130,198,199,87,285
FBgn0263607,2,14,38,10,21,0
FBgn0263608,159,47,128,65,84,106
FBgn0263611,0,0,0,0,0,0
FBgn0263612,0,0,0,0,2,0
FBgn0263613,0,0,0,18,1,23
FBgn0263615,0,0,1,0,0,1
FBgn0263616,3,0,0,0,0,0
FBgn0263617,8,2,5,0,1,15
FBgn0263618,4,0,1,0,35,7
FBgn0263619,5,18,5,8,5,12
FBgn0263620,166,278,323,280,156,338
FBgn0263621,0,0,0,0,0,0
FBgn0263622,0,0,0,0,0,3
FBgn0263623,0,0,0,1,0,0
FBgn0263624,0,0,0,0,0,0
FBgn0263625,0,0,1,0,0,0
FBgn0263626,5,9,0,2,9,12
FBgn0263627,0,11,0,17,0,0
FBgn0263628,34,52,36,107,39,10
FBgn0263647,0,0,0,0,0,0
FBgn0263648,2,0,0,3,0,0
FBgn0263649,0,0,1,72,0,0
FBgn0263650,4,0,9,0,5,2
FBgn0263651,0,0,0,0,1,0
FBgn0263652,8,9,132,0,4,0
FBgn0263653,1,0,0,0,0,10
FBgn0263654,0,0,0,0,0,0
FBgn0263655,0,1,1,6,0,6
FBgn0263656,0,0,1,0,0,0
FBgn0263657,0,0,0,0,0,0
FBgn0263658,0,0,0,1,0,36
FBgn0263659,3,6,0,43,38,20
FBgn0263660,18,38,16,25,21,48
FBgn0263661,4,0,3,0,8,31
FBgn0263662,0,0,0,0,5,26
FBgn0263663,29,30,15,74,59,78
FBgn0263664,0,0,0,0,0,0
FBgn0263665,0,0,0,0,0,0
FBgn0263667,149,190,256,334,543,411
FBgn0263697,1522,2824,1933,2204,1808,3064
FBgn0263705,10,13,3,966,22,490
FBgn0263706,1754,2012,1092,2308,3948,3342
FBgn0263707,0,0,0,0,0,0
FBgn0263708,0,0,0,0,0,10
FBgn0263709,14,37,28,22,24,7
FBgn0263738,502,433,112,1548,797,819
FBgn0263740,3461,4087,2474,4949,4072,3949
FBgn0263741,0,0,0,2,0,0
FBgn0263742,0,0,0,0,0,0
FBgn0263743,0,0,0,0,0,0
FBgn0263744,2,2,0,0,0,1
FBgn0263745,513,820,512,259,394,390
FBgn0263746,107,103,412,355,487,40
FBgn0263747,45,0,0,1,0,84
FBgn0263748,0,0,0,0,0,9
FBgn0263750,0,0,3,3,2,8
FBgn0263755,374,111,476,244,428,1821
FBgn0263757,0,0,0,0,0,0
FBgn0263760,0,0,0,1,0,0
FBgn0263761,0,0,0,0,0,0
FBgn0263762,0,0,0,0,0,1
FBgn0263763,0,0,0,1,0,0
FBgn0263764,0,7,1,2,1,0
FBgn0263765,0,0,0,0,0,0
FBgn0263766,29,92,73,57,103,65
FBgn0263767,0,0,0,0,0,0
FBgn0263768,624,609,757,961,679,1002
FBgn0263769,0,0,0,0,0,1
FBgn0263770,2,0,0,0,0,0
FBgn0263771,0,0,0,0,0,0
FBgn0263772,5810,7683,4639,10795,9060,9767
FBgn0263773,596,1190,1166,1249,1125,1627
FBgn0263774,9,83,19,32,21,0
FBgn0263776,0,0,0,2,0,0
FBgn0263777,0,0,0,0,0,0
FBgn0263778,0,0,0,0,0,10
FBgn0263780,381,622,267,644,405,300
FBgn0263782,478,67,22,729,1092,86
FBgn0263802,1,0,2,0,1,11
FBgn0263829,36,3,0,1,2,0
FBgn0263830,0,0,0,3,8,11
FBgn0263831,10,17,104,22,124,46
FBgn0263832,1713,1976,1110,2318,2070,2531
FBgn0263834,0,0,0,0,0,0
FBgn0263835,0,0,0,0,0,0
FBgn0263838,0,0,0,0,21,13
FBgn0263839,0,0,0,0,0,0
FBgn0263841,3,13,0,1,1,0
FBgn0263842,5,5,2,5,2,0
FBgn0263843,0,0,3,1,1,0
FBgn0263844,0,0,0,0,0,0
FBgn0263845,0,0,0,0,1,0
FBgn0263846,13735,13559,7895,23657,22746,23306
FBgn0263847,0,0,0,0,0,0
FBgn0263848,0,0,0,0,0,0
FBgn0263849,0,0,0,0,0,0
FBgn0263850,0,3,0,0,0,1
FBgn0263851,0,0,0,0,0,0
FBgn0263852,1616,2732,2027,3538,2214,3132
FBgn0263855,53,136,185,8,16,14
FBgn0263863,986,961,1078,1344,1184,1480
FBgn0263864,160,345,182,485,189,380
FBgn0263866,0,0,0,0,0,0
FBgn0263867,0,0,0,0,0,0
FBgn0263868,0,0,0,0,0,0
FBgn0263869,35,12,6,33,5,6
FBgn0263870,0,0,0,0,0,0
FBgn0263871,0,0,0,0,0,0
FBgn0263872,0,0,0,1,1,0
FBgn0263873,21770,32144,18875,45475,41431,52162
FBgn0263874,0,0,0,0,0,0
FBgn0263911,8121,13270,11845,17721,11361,14733
FBgn0263916,1464,1861,1183,1408,1335,1278
FBgn0263929,1255,1543,1067,2358,2322,2382
FBgn0263930,2437,2649,2009,3473,2561,3098
FBgn0263933,2734,2644,1856,2734,1762,3031
FBgn0263934,553,501,399,820,571,1010
FBgn0263967,1,0,58,0,0,0
FBgn0263968,94,358,237,1221,661,325
FBgn0263970,0,18,13,15,20,0
FBgn0263971,0,0,0,0,0,0
FBgn0263973,70,123,23,152,561,82
FBgn0263974,5,18,16,45,93,99
FBgn0263975,3,0,0,0,168,1
FBgn0263976,0,0,0,0,0,0
FBgn0263977,4533,6424,5475,6514,4103,6362
FBgn0263979,1712,1980,1291,1814,1703,1604
FBgn0263980,21084,26928,22255,23677,15121,16611
FBgn0263981,8,2,9,3,21,0
FBgn0263982,0,0,0,0,0,0
FBgn0263983,0,0,0,0,0,0
FBgn0263985,0,0,0,0,0,0
FBgn0263986,391,472,253,265,343,591
FBgn0263987,4264,3972,2114,4379,3565,3963
FBgn0263988,195,279,344,897,750,497
FBgn0263992,0,0,0,0,0,0
FBgn0263993,2403,2511,1907,2254,1822,2416
FBgn0263994,60182,87644,60415,104939,84566,106289
FBgn0263995,46343,49541,35525,62110,50502,62882
FBgn0263996,0,0,0,0,0,0
FBgn0263997,1472,1253,863,2048,1194,1668
FBgn0263998,1528,1526,1482,1587,1912,2091
FBgn0263999,0,0,0,0,0,0
FBgn0264000,553,777,725,1142,941,1287
FBgn0264001,6555,7254,6067,12118,7323,10053
FBgn0264002,29,13,180,50,95,21
FBgn0264005,6,83,143,5,2,76
FBgn0264006,24443,31710,22037,37870,27865,37067
FBgn0264075,2875,3021,1988,5287,3370,3728
FBgn0264077,15,33,10,1,1,11
FBgn0264078,745,882,405,1143,786,1057
FBgn0264081,0,10,0,1,0,1
FBgn0264083,0,0,0,10,3,0
FBgn0264084,0,8,6,11,2,11
FBgn0264085,8,10,0,0,2,2
FBgn0264086,84,66,254,118,115,143
FBgn0264087,3616,3156,2101,3701,3006,2935
FBgn0264089,16099,23777,12917,29282,22852,22757
FBgn0264090,578,422,503,313,389,338
FBgn0264253,0,0,0,7,5,13
FBgn0264255,8768,11135,8714,14557,9301,13177
FBgn0264260,0,0,0,0,0,0
FBgn0264261,1,0,7,154,109,131
FBgn0264262,0,0,0,0,0,0
FBgn0264263,0,0,0,0,0,0
FBgn0264264,0,0,0,1,0,0
FBgn0264265,0,0,0,0,0,0
FBgn0264266,0,0,0,0,3,1
FBgn0264267,6,5,21,6,30,3
FBgn0264268,0,0,0,0,0,0
FBgn0264269,1,0,0,0,0,0
FBgn0264270,2544,2520,1501,1850,1724,2354
FBgn0264271,1,0,0,0,0,0
FBgn0264272,32,3,21,19,32,98
FBgn0264273,7033,9133,7987,18772,13422,15576
FBgn0264291,43,77,79,29,47,4
FBgn0264294,4154,5745,4377,6241,4862,7195
FBgn0264295,0,0,0,0,0,0
FBgn0264296,0,0,0,0,0,0
FBgn0264297,0,0,0,0,0,0
FBgn0264298,0,0,0,0,0,0
FBgn0264299,0,0,0,0,0,0
FBgn0264301,0,0,0,0,0,0
FBgn0264302,0,0,0,0,0,0
FBgn0264303,0,0,0,0,0,0
FBgn0264305,57,233,111,206,536,203
FBgn0264307,1970,2190,1474,2156,1459,2019
FBgn0264308,1015,670,458,797,957,1479
FBgn0264309,0,0,0,0,0,0
FBgn0264310,5,19,7,17,24,20
FBgn0264324,4884,3644,4492,6939,5826,5309
FBgn0264325,822,1202,932,877,973,744
FBgn0264326,22,34,11,174,193,134
FBgn0264327,0,0,0,0,0,8
FBgn0264328,17,59,43,28,15,40
FBgn0264329,0,0,0,0,0,0
FBgn0264330,0,0,0,1,0,0
FBgn0264336,0,0,0,0,0,0
FBgn0264337,0,0,0,0,0,0
FBgn0264338,0,0,0,4,0,22
FBgn0264339,487,143,223,317,162,430
FBgn0264340,0,0,0,0,0,1
FBgn0264341,0,0,0,0,1,0
FBgn0264342,1,0,0,0,0,0
FBgn0264343,3,1,0,13,0,0
FBgn0264344,2,3,0,4,3,0
FBgn0264345,4,9,0,0,1,3
FBgn0264346,0,0,0,0,0,0
FBgn0264347,4,4,36,0,0,0
FBgn0264348,1,0,5,0,0,0
FBgn0264349,0,0,0,0,0,1
FBgn0264350,0,0,0,0,0,1
FBgn0264351,0,0,1,0,0,0
FBgn0264352,0,2,0,66,0,0
FBgn0264353,549,618,492,530,860,521
FBgn0264357,1396,1520,931,2019,1381,1921
FBgn0264358,0,0,0,0,0,0
FBgn0264359,1,0,0,0,0,0
FBgn0264360,0,0,0,0,5,0
FBgn0264361,65,52,52,40,28,64
FBgn0264362,0,0,0,0,0,2
FBgn0264363,0,0,0,0,0,0
FBgn0264364,0,0,0,0,0,0
FBgn0264365,0,0,0,0,0,0
FBgn0264366,3,14,0,34,1,13
FBgn0264367,0,0,2,0,0,0
FBgn0264368,2,1,2,4,3,4
FBgn0264369,1,1,0,13,18,1
FBgn0264370,0,0,0,2,0,0
FBgn0264371,0,0,0,0,0,0
FBgn0264372,0,0,0,0,0,1
FBgn0264373,0,1,0,0,0,0
FBgn0264374,11,13,12,12,11,8
FBgn0264375,1,0,3,0,1,43
FBgn0264376,22,87,53,32,14,144
FBgn0264377,0,0,0,0,0,0
FBgn0264378,0,4,0,0,0,1
FBgn0264379,0,2,1,0,0,0
FBgn0264380,8,0,0,0,0,0
FBgn0264381,0,0,0,3,0,0
FBgn0264382,0,0,0,0,0,0
FBgn0264383,0,0,0,0,0,0
FBgn0264384,0,2,0,9,0,0
FBgn0264385,9,67,19,34,41,1
FBgn0264386,5697,7810,4314,9416,7112,7447
FBgn0264389,1382,1924,1616,1555,1313,1530
FBgn0264390,9,11,11,24,20,25
FBgn0264391,0,0,0,0,0,0
FBgn0264392,0,0,0,0,0,0
FBgn0264393,0,0,6,0,0,0
FBgn0264394,0,0,8,0,0,0
FBgn0264395,9,0,0,217,1,0
FBgn0264426,1,1,9,1,2,8
FBgn0264427,330,344,197,827,659,703
FBgn0264428,0,0,0,0,0,0
FBgn0264429,0,0,2,0,0,0
FBgn0264430,0,0,0,0,0,0
FBgn0264431,1,0,0,0,0,0
FBgn0264432,8,48,6,46,14,2
FBgn0264433,0,0,0,0,0,0
FBgn0264434,0,0,0,0,0,0
FBgn0264435,3,4,1,64,11,4
FBgn0264436,0,0,0,10,1,1
FBgn0264437,0,1,0,0,0,1
FBgn0264438,2,9,4,0,5,5
FBgn0264439,11,18,60,2,13,31
FBgn0264440,0,0,0,4,0,0
FBgn0264441,0,1,0,0,0,0
FBgn0264442,2398,3710,2947,5156,3109,5307
FBgn0264443,99,135,3,470,286,47
FBgn0264444,1,0,0,0,0,0
FBgn0264445,0,0,1,0,0,20
FBgn0264446,103,79,10,46,35,92
FBgn0264447,7,0,0,1,64,1
FBgn0264448,0,0,1,0,0,1
FBgn0264449,8316,11718,8893,19438,15195,20010
FBgn0264460,0,2,0,0,1,0
FBgn0264462,17,4,17,0,4,0
FBgn0264464,29,36,0,6,14,110
FBgn0264466,0,2,0,0,0,0
FBgn0264467,2,1,4,5,0,1
FBgn0264468,0,0,0,0,0,0
FBgn0264469,5,20,4,11,8,27
FBgn0264470,40,20,32,29,53,141
FBgn0264471,0,0,0,0,0,0
FBgn0264472,0,0,0,0,0,0
FBgn0264473,0,0,0,0,0,0
FBgn0264474,0,0,0,0,0,0
FBgn0264475,24,45,1,8,6,0
FBgn0264476,0,0,0,0,0,0
FBgn0264477,0,0,0,0,0,0
FBgn0264478,0,0,0,0,0,0
FBgn0264479,1,7,3,4,5,2
FBgn0264480,0,0,2,0,0,0
FBgn0264481,80,94,36,80,170,254
FBgn0264482,9,3,0,3,4,0
FBgn0264483,0,0,0,0,0,0
FBgn0264484,0,0,0,0,0,0
FBgn0264485,0,47,0,0,1,0
FBgn0264486,2,0,0,0,0,3
FBgn0264487,0,0,0,0,0,0
FBgn0264488,0,0,6,9,2,14
FBgn0264489,20,32,5,13,174,575
FBgn0264490,895,1530,904,2510,2670,3351
FBgn0264491,35,54,64,114,10,10
FBgn0264492,4901,6689,4428,6717,4507,6891
FBgn0264493,7679,9355,5632,5446,4167,4958
FBgn0264494,1300,2230,1402,2085,2451,3768
FBgn0264495,3354,2972,3336,4151,3772,3876
FBgn0264496,0,3,3,16,5,2
FBgn0264500,0,0,0,0,0,3
FBgn0264501,3,5,4,3,13,0
FBgn0264502,10446,13323,8800,14643,11952,14430
FBgn0264503,1816,1897,1531,2204,1323,1738
FBgn0264504,0,0,0,0,0,0
FBgn0264505,9,0,3,0,0,1
FBgn0264506,0,0,0,0,5,0
FBgn0264507,9,23,1,8,2,48
FBgn0264508,10,11,1,25,25,33
FBgn0264509,0,0,0,0,0,0
FBgn0264510,5,3,3,0,3,0
FBgn0264511,32,32,14,58,23,24
FBgn0264512,0,0,0,0,1,1
FBgn0264513,2,0,4,1,0,0
FBgn0264514,0,0,0,0,6,0
FBgn0264515,0,0,0,0,0,5
FBgn0264516,1,0,0,2,0,0
FBgn0264517,0,0,1,0,1,0
FBgn0264518,1,0,0,0,0,0
FBgn0264539,2,3,6,3,0,7
FBgn0264540,0,3,1,0,0,1
FBgn0264541,0,0,0,0,6,0
FBgn0264542,4459,8500,6493,5728,5810,5273
FBgn0264543,0,0,0,0,0,0
FBgn0264544,0,0,0,0,0,0
FBgn0264545,0,0,0,0,0,0
FBgn0264546,1,3,10,1,3,4
FBgn0264547,0,0,0,0,0,0
FBgn0264548,0,0,0,0,0,0
FBgn0264549,0,0,0,1,0,126
FBgn0264550,0,0,0,0,0,0
FBgn0264551,0,0,0,0,0,0
FBgn0264552,3,0,0,0,0,0
FBgn0264553,0,5,0,0,0,0
FBgn0264554,3,13,7,33,22,16
FBgn0264556,3,3,7,4,0,10
FBgn0264560,755,1334,491,1297,1024,1430
FBgn0264561,931,1486,1243,2166,1961,1546
FBgn0264562,11247,16240,11946,21605,16679,21075
FBgn0264563,0,0,0,0,5,5
FBgn0264564,0,0,0,0,0,0
FBgn0264565,0,0,1,0,0,0
FBgn0264566,0,1,0,2,0,0
FBgn0264567,0,2,0,0,0,0
FBgn0264568,0,0,2,0,1,0
FBgn0264569,0,5,0,0,0,0
FBgn0264570,0,0,0,0,0,0
FBgn0264571,0,15,5,31,9,5
FBgn0264572,57,146,63,57,64,63
FBgn0264573,0,0,0,0,0,0
FBgn0264574,44715,62535,45322,80568,71078,84182
FBgn0264598,5949,7700,3875,11870,12460,10018
FBgn0264599,4,8,1,0,23,42
FBgn0264600,0,0,0,0,0,0
FBgn0264601,0,0,0,1,0,5
FBgn0264602,23,60,23,4,8,17
FBgn0264603,0,2,4,93,18,41
FBgn0264604,0,0,0,0,1,0
FBgn0264605,0,0,0,0,0,0
FBgn0264606,1171,1144,829,982,1132,1263
FBgn0264607,2331,2578,1775,4798,1868,3016
FBgn0264616,0,0,1,0,0,0
FBgn0264617,28,32,89,88,29,68
FBgn0264618,19,19,45,20,19,11
FBgn0264672,1796,2363,1671,1842,1971,1726
FBgn0264674,167,211,182,332,241,318
FBgn0264675,2,0,0,0,0,0
FBgn0264676,0,0,0,0,0,3
FBgn0264677,0,0,0,0,0,0
FBgn0264678,2,2,1,0,1,2
FBgn0264679,0,0,0,0,0,14
FBgn0264691,2558,3398,2441,2648,1941,2368
FBgn0264693,6433,7219,5131,10085,7525,6825
FBgn0264694,4983,6994,5286,6888,5055,7136
FBgn0264695,13,18,3,8,12,41
FBgn0264696,0,0,0,0,0,0
FBgn0264697,5,0,2,0,0,0
FBgn0264698,0,0,0,0,0,0
FBgn0264699,1,0,0,0,0,0
FBgn0264700,0,0,0,0,0,1
FBgn0264701,0,0,0,22,0,0
FBgn0264702,4,0,1,5,0,7
FBgn0264703,21,8,2,2,45,12
FBgn0264704,2,0,2,0,0,0
FBgn0264705,5,3,0,0,1,18
FBgn0264706,7,19,1,3,30,5
FBgn0264707,34914,40190,27956,46193,52944,48737
FBgn0264708,0,0,0,0,0,0
FBgn0264709,1,0,0,0,0,8
FBgn0264710,0,0,0,0,0,0
FBgn0264711,4,0,1,5,0,7
FBgn0264712,466,731,422,586,523,619
FBgn0264713,0,2,3,7,5,0
FBgn0264714,0,0,0,0,0,0
FBgn0264715,0,0,1,1,0,0
FBgn0264716,0,0,0,0,0,0
FBgn0264717,0,0,0,0,0,3
FBgn0264719,0,0,0,0,2,0
FBgn0264720,0,0,4,0,7,0
FBgn0264721,1,0,0,0,0,0
FBgn0264722,0,0,0,0,0,0
FBgn0264723,0,1,1,0,0,0
FBgn0264724,0,0,0,0,0,0
FBgn0264725,0,0,0,0,0,0
FBgn0264726,0,0,0,0,0,0
FBgn0264727,0,4,5,3,3,6
FBgn0264738,0,0,0,1,0,0
FBgn0264739,0,0,0,0,0,0
FBgn0264740,6,0,0,1,0,0
FBgn0264741,0,0,0,0,0,0
FBgn0264742,0,0,0,0,0,0
FBgn0264743,0,0,0,0,0,0
FBgn0264744,236,259,55,216,138,148
FBgn0264745,86,82,138,101,148,261
FBgn0264746,47,41,11,32,16,3
FBgn0264747,0,2,0,1,0,0
FBgn0264748,63,69,51,23,93,124
FBgn0264750,7,3,0,2,6,3
FBgn0264751,666,914,652,1046,743,813
FBgn0264753,377,538,328,689,487,437
FBgn0264775,16,13,0,70,0,0
FBgn0264776,5,7,5,0,0,0
FBgn0264785,1005,1160,892,1659,979,1308
FBgn0264786,0,0,0,0,0,0
FBgn0264787,0,6,2,13,2,24
FBgn0264788,286,421,301,631,230,178
FBgn0264789,1,12,8,27,16,8
FBgn0264790,0,1,0,0,1,0
FBgn0264791,3,2,0,2,0,2
FBgn0264792,2,2,0,13,0,5
FBgn0264793,13,32,30,35,25,13
FBgn0264794,577,568,396,707,551,861
FBgn0264810,13,5,11,56,35,92
FBgn0264815,846,745,753,1674,928,1845
FBgn0264816,2165,3860,2604,3609,2673,3411
FBgn0264817,11,31,10,37,11,43
FBgn0264818,0,0,0,0,0,0
FBgn0264819,221,211,142,226,92,137
FBgn0264820,0,0,0,0,0,0
FBgn0264821,75,151,82,94,31,47
FBgn0264822,62,182,142,190,200,241
FBgn0264823,1,0,0,0,1,0
FBgn0264824,56,108,17,88,90,16
FBgn0264825,0,0,0,2,3,0
FBgn0264826,0,1,0,0,0,1
FBgn0264827,0,1,2,10,6,10
FBgn0264828,0,0,0,0,0,0
FBgn0264829,0,0,1,0,0,0
FBgn0264830,0,0,0,0,0,0
FBgn0264831,0,0,1,0,0,4
FBgn0264832,0,0,0,0,0,0
FBgn0264833,0,15,0,0,0,0
FBgn0264834,133,126,87,179,88,206
FBgn0264835,8,3,2,1,0,0
FBgn0264836,0,0,0,3,0,0
FBgn0264837,0,0,0,0,0,0
FBgn0264838,0,0,3,6,5,1
FBgn0264839,0,0,0,0,1,8
FBgn0264840,0,0,0,0,2,0
FBgn0264841,13,0,15,0,0,26
FBgn0264842,23,70,10,11,29,78
FBgn0264843,0,0,0,0,0,0
FBgn0264844,0,0,0,0,0,0
FBgn0264845,25,0,14,21,189,97
FBgn0264848,4514,5505,3262,5021,4181,4145
FBgn0264855,1028,1204,456,1357,468,788
FBgn0264857,0,0,0,0,0,0
FBgn0264862,14,51,81,0,24,0
FBgn0264863,16,0,3,39,23,18
FBgn0264864,4,0,7,23,18,0
FBgn0264865,0,0,0,0,0,0
FBgn0264866,0,0,1,0,0,0
FBgn0264867,22,0,0,0,0,0
FBgn0264868,0,0,0,0,0,0
FBgn0264869,2,3,1,11,5,1
FBgn0264870,0,0,0,0,0,0
FBgn0264871,2,0,0,3,0,0
FBgn0264872,0,0,0,0,0,0
FBgn0264873,0,0,0,0,0,0
FBgn0264874,3,27,0,96,2,0
FBgn0264875,0,7,3,0,0,5
FBgn0264876,6,32,5,5,7,17
FBgn0264877,1,0,0,4,2,0
FBgn0264878,3,0,0,19,1,0
FBgn0264879,0,1,0,0,0,0
FBgn0264880,4,0,47,20,10,21
FBgn0264881,0,0,0,0,1,1
FBgn0264882,6,1,0,0,0,0
FBgn0264883,1,0,5,0,12,0
FBgn0264884,6,5,1,0,50,0
FBgn0264885,0,0,0,0,0,0
FBgn0264886,45,33,1,3,11,13
