"","flybase_gene_id","external_gene_name","description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"25","FBgn0027495","Smyd4-4","SET and MYND domain containing, class 4, member 4",0.550435712722069,7.16753139478172,2.85066092200938,0.0173411947532993,0.151292489019435,-3.40424958203584
"2176","FBgn0033683","CG18343","",0.549646050290606,0.862710605107172,0.689600738396542,0.506236453227677,0.767061588098889,-4.88886919649995
"7745","FBgn0250788","beta-Spec","beta Spectrin",0.54959358764599,8.46963755108693,5.2734441437946,0.000369241703759876,0.0158851260722246,0.300036390591062
"2013","FBgn0034573","CG3295","",0.549587384485352,8.03666409034544,3.78612521617087,0.00360926035803169,0.0607731400859558,-1.96991252136192
"7916","FBgn0085459","CG34430","",0.548707902840928,0.706512328090269,0.631807617734164,0.541780507463145,0.790019216995112,-4.88911460948761
"590","FBgn0004619","GluRIA","Glutamate receptor IA",0.547989788925064,5.69225879863939,2.75107811007273,0.0205608985349008,0.169057240355001,-3.3337492983689
"4939","FBgn0000024","Ace","Acetylcholine esterase",0.547509693127502,10.7693835650413,7.42185957726464,2.34351101444567e-05,0.00401179791785419,2.90362951320258
"2400","FBgn0016917","Stat92E","Signal-transducer and activator of transcription protein at 92E",0.54724576008013,4.80739944742344,1.93895334585576,0.0814193821564506,0.344324788049179,-4.4328336108994
"6743","FBgn0003174","pwn","pawn",0.547145709083242,2.4503634896458,0.809211796172298,0.437348589167166,0.721635492577079,-5.16241030005121
"539","FBgn0013733","shot","short stop",0.546206113058442,8.6907516508472,4.41552248565464,0.00132469138568555,0.0327861117957173,-1.036609195399
"345","FBgn0052707","APC4","Anaphase Promoting Complex subunit 4",0.544744476983051,3.46831349213448,1.64162929669898,0.131907198894591,0.428136891328908,-4.56550908261387
"3776","FBgn0002552","lin","lines",0.541902307501207,4.4871626979978,1.80925308389671,0.100729023107353,0.379307510974493,-4.55043745734192
"4946","FBgn0283500","Sac1","Sac1 phosphatase",0.541411866939731,8.54880641796427,3.46112627160814,0.00617244125879255,0.081066822227711,-2.58448846079454
"5859","FBgn0036460","CG5114","",0.541400416374394,4.73169883159233,2.2507121305794,0.0482935662679395,0.269767664190115,-3.95712792785777
"5415","FBgn0003308","ry","rosy",0.537695469150414,-0.209517239906741,0.467465458123504,0.650254260504972,0.850388395353884,-4.81781288510158
"2655","FBgn0243516","Vrp1","Verprolin 1",0.53719915772685,7.70539224516139,3.98048924485305,0.00263389856639904,0.0488546499256246,-1.6067881302636
"4618","FBgn0020309","crol","crooked legs",0.535812681836392,8.61905849237225,4.77022837209715,0.000771227041530538,0.0235066685392099,-0.472830861631497
"4019","FBgn0262593","Shab","Shaker cognate b",0.534739485964613,8.40601868626566,4.50072512696865,0.0011613842430979,0.0306851907573488,-0.865481533325951
"523","FBgn0039054","Cow","Carrier of Wingless",0.534701769087206,10.9000342434209,6.03239809857993,0.000130116723691522,0.00834439864228178,1.08755522494522
"1152","FBgn0085203","CG34174","",0.533969815596982,3.36729715832828,1.59614089259534,0.1417489274006,0.445071049465316,-4.6016616409669
"7008","FBgn0002891","DNApol-zeta","DNA polymerase zeta catalytic subunit",0.53282944213627,3.67861834948697,1.14093359500362,0.280660086447958,0.595759217345098,-5.17529696867127
"3655","FBgn0011666","msi","musashi",0.532072370683234,7.5297304804799,3.64582809285804,0.00454359351381895,0.0687563681455807,-2.13129614371154
"4361","FBgn0023509","mip130","Myb-interacting protein 130",0.531929871988858,3.47195068795325,1.67531599404879,0.125017569400252,0.418012474140789,-4.52430719964476
"1337","FBgn0262898","lncRNA:CR43253","long non-coding RNA:CR43253",0.531905349459066,0.931321299858267,0.666551803460025,0.52024030867946,0.777203830437755,-4.9096433361291
"3410","FBgn0067783","DPCoAC","Dephosphocoenzyme A carrier",0.531531053327167,2.56135061273794,0.983248526128575,0.34882931806161,0.654562801213119,-5.05505388860208
"264","FBgn0037894","Ranbp9","Ranbp9",0.530923636924097,3.23601615631955,1.27202177285118,0.232339505601226,0.545653157072306,-4.94083514284488
"3402","FBgn0083949","side-III","sidestep III",0.530672986218058,5.93820690615208,2.91089856099727,0.0156456676246169,0.141120143656945,-3.11334438197814
"6142","FBgn0026263","bip1","bip1",0.530076552204705,5.80778008516637,2.38566714654695,0.0383990883276491,0.24117750246458,-3.94035181031162
"3455","FBgn0027084","LysRS","Lysyl-tRNA synthetase",0.529307688289255,7.581601020483,4.05694542856484,0.00232994942440931,0.045260506903951,-1.46683660822491
"3067","FBgn0259176","bun","bunched",0.528403235474025,9.37930722472781,5.62204669508747,0.000226424638888658,0.0118747580765073,0.69964841985021
"7222","FBgn0020493","Dad","Daughters against dpp",0.527226116472715,4.99004400527532,1.8905794470111,0.0881785263761591,0.357279561751923,-4.53896199162495
"7612","FBgn0039141","spas","spastin",0.525646823928248,6.85803327728125,2.2814052043271,0.0458455699777875,0.264557416454597,-4.28744564166853
"3147","FBgn0283438","CG46280","",0.525589280362349,5.84171955388874,1.99081339274861,0.0747139401782551,0.330233070808074,-4.55777469389562
"3448","FBgn0267425","asRNA:CR45778","antisense RNA:CR45778",0.525260464031587,1.04984613328873,0.699908520556493,0.500048587502197,0.76274350167172,-4.91865087235549
"5603","FBgn0041094","scyl","scylla",0.525092551979204,9.41352914858652,3.74135578331846,0.00388342810695335,0.0633143198201515,-2.23846899029275
"1723","FBgn0036341","Syx13","Syntaxin 13",0.524728473805171,6.52863905304304,2.37723795370935,0.038954341332517,0.243248016740805,-4.0788455649821
"3469","FBgn0005596","yem","yemanuclein",0.523975477089661,4.45337064364461,0.967544190323545,0.3562406361577,0.660624984723046,-5.5310029380343
"7393","FBgn0023170","RpL39","Ribosomal protein L39",0.52393911713545,7.22118565426804,2.77399517383242,0.0197703122665143,0.165573330141387,-3.54107124172929
"4126","FBgn0011476","l(3)neo43","lethal (3) neo43",0.523935270429655,4.75589787537069,2.03437460162517,0.0694872254100958,0.318447591296574,-4.28524552506478
"6232","FBgn0003227","rec","recombination-defective",0.523564049605025,2.63376447526254,0.791665387806345,0.447049587939943,0.730154335937688,-5.21303851990939
"6144","FBgn0010292","bys","by S6",0.523235095370373,4.03814316413796,1.48529054758755,0.168498704215615,0.480001855531613,-4.88007114303894
"1633","FBgn0022987","qkr54B","quaking related 54B",0.522369911548109,5.26304231569067,2.08389596489347,0.0639665880952241,0.308826749772029,-4.30822388672703
"1640","FBgn0043362","bchs","blue cheese",0.522037191976132,5.76899662847859,2.37321957741858,0.0392218028178744,0.243913568877564,-3.95412769186542
"4693","FBgn0052813","CG32813","",0.521819127071121,4.52386590025385,1.87078441507284,0.09109231182774,0.361771641512102,-4.47399351866238
"3847","FBgn0039355","CG4730","",0.52156454170991,-0.0998763334787372,0.38475139410661,0.708531495550058,0.878536897657704,-4.84466981665329
"4968","FBgn0035393","CG16753","",0.521471563480849,4.08705231712073,1.59193951140124,0.1426900619313,0.446855422460544,-4.75798377029178
"3047","FBgn0067864","Patj","Patj",0.521395126538849,8.24646242558842,1.90989305996881,0.0854194131797684,0.352001664041202,-5.09890186200701
"5776","FBgn0035699","CG13300","",0.521339455568428,6.10688018235797,2.08483283713832,0.0638662807459662,0.308826749772029,-4.46404682329416
"5400","FBgn0004179","Csp","Cysteine string protein",0.521323321606965,6.78170967959778,2.03442594289659,0.0694812744599246,0.318447591296574,-4.66185723514098
"5079","FBgn0020497","emb","embargoed",0.52126520171873,6.29822238634468,2.21300245270939,0.0514748736016124,0.276273223087449,-4.30036820589384
"6924","FBgn0038301","CG6654","",0.521074564538531,5.82976319874361,2.74692321143291,0.0207075982310995,0.169763550357149,-3.36317289815431
"6872","FBgn0031119","CG1812","",0.520752134082577,5.95836748069996,1.94106196173969,0.0811360678683221,0.343303331449023,-4.65394857190967
"7895","FBgn0085446","CG34417","",0.520274484029811,3.02895944962977,0.756367043962064,0.466990109591832,0.743078569038746,-5.33658208495671
"7234","FBgn0016930","Dyrk2","Dual-specificity tyrosine phosphorylation-regulated kinase 2",0.52024942352601,6.3920701543964,2.59394408968341,0.0269049201525924,0.198810907278644,-3.70474451149219
"3248","FBgn0033605","CG9067","",0.520154284523573,3.97233948774443,1.92505490041338,0.0833100781671966,0.347694301789376,-4.29074949956694
"2563","FBgn0278598","lncRNA:CR46268","long non-coding RNA:CR46268",0.519979655477961,0.794761198761732,0.549391865096384,0.594872115696769,0.817877672549008,-4.93326501430536
"431","FBgn0030460","Coq5","Coenzyme Q5",0.519833330010512,2.83629001697641,0.883695319918484,0.397746146541032,0.692138942424325,-5.19474579547668
"3189","FBgn0035677","CG13293","",0.519760234811079,5.75695597702269,2.59569332075555,0.026824517407571,0.198766221253875,-3.59540832181652
"5743","FBgn0024234","gbb","glass bottom boat",0.519450083645489,2.78877095097364,0.835490628739894,0.423083890509077,0.711133738335611,-5.21924320376852
"6303","FBgn0033548","CG7637","",0.519333297657154,3.15703520651939,1.16863699018933,0.269833388180079,0.584641571126482,-5.02749803183286
"3677","FBgn0031985","mon2","monensin sensitivity 2",0.519069271005995,4.63797577294283,1.59426609469523,0.142168210854326,0.445706290953832,-4.87337569860428
"2334","FBgn0039829","CG15561","",0.518841111867286,2.22470297561981,1.09032124668964,0.301315812445568,0.613969997345415,-4.89583270213932
"1032","FBgn0261836","Msp300","Muscle-specific protein 300 kDa",0.518547480183503,10.0362671458671,6.08558771128117,0.000121304193761497,0.00810371187104246,1.27009526396784
"2904","FBgn0029768","SPR","Sex peptide receptor",0.518423806509879,2.96729523533498,1.14194367017357,0.28025942619325,0.595346100508651,-5.01009288010012
"4016","FBgn0028343","Ankle2","Ankyrin repeat and LEM domain containing 2",0.518201829166079,7.07696684609099,2.44137764597826,0.0349196802633744,0.228271279119279,-4.06654456956349
"7900","FBgn0262717","Skeletor","Skeletor",0.5178480722067,2.69918166380275,0.631595347769425,0.54191367723028,0.790019216995112,-5.3356374226349
"7371","FBgn0001222","Hsf","Heat shock factor",0.5174748213182,7.14215522649384,1.96366404961432,0.0781567470385499,0.337221372820776,-4.83178126548176
"5979","FBgn0004882","orb","oo18 RNA-binding protein",0.515946516100855,4.23170921247403,1.4937579597995,0.166310163285166,0.477087967014523,-4.9107805880038
"4357","FBgn0038300","Mau2","Mau2 sister chromatid cohesion factor",0.515341372954252,3.74957851949363,1.42715002186557,0.184209439251891,0.496722993698417,-4.88282932087323
"333","FBgn0265182","CG44247","",0.513635636070239,10.2217484818432,6.60458729043772,6.23951651062241e-05,0.00559731533500233,1.94197592199922
"2974","FBgn0001276","ix","intersex",0.51281721094949,4.43582608603371,1.84889700120761,0.0944179747866331,0.367771890166444,-4.48727811174765
"8148","FBgn0024332",NA,NA,0.512610364242086,2.27986386345783,0.747847355763325,0.471887452761843,0.746678066501842,-5.16091929826141
"8149","FBgn0032361",NA,NA,0.512529203679723,4.89849974665001,2.0591673347033,0.0666690621437102,0.314477430330004,-4.27604773376588
"4298","FBgn0051360","CG31360","",0.511430795631393,2.9871112219097,1.24509155361783,0.241672306261635,0.556252476345058,-4.91541607015115
"7315","FBgn0266276","asRNA:CR44961","antisense RNA:CR44961",0.510854906590304,0.730608891027102,0.574130523526587,0.578648641345419,0.80867078851224,-4.91485836872037
"4406","FBgn0052843","Dh31-R","Diuretic hormone 31 Receptor",0.510816758183737,4.88723441308798,1.80424920114144,0.101552660541602,0.380368596054421,-4.6409123417735
"229","FBgn0027363","Stam","Signal transducing adaptor molecule",0.509944596061846,7.97607009358679,3.16231405037033,0.0102017436544548,0.108867178712539,-3.00490118502093
"5217","FBgn0053233","CG33233","",0.509595810434467,-0.213985699444409,0.416259051197821,0.686072219089158,0.869038912325514,-4.82832848940576
"5600","FBgn0013973","Gycbeta100B","Guanylyl cyclase beta-subunit at 100B",0.509579570894745,5.93953821709594,2.85450794639141,0.0172275594274574,0.151292489019435,-3.20557729986734
"2779","FBgn0261954","east","enhanced adult sensory threshold",0.509571321652015,5.6409011118659,2.24299665089524,0.0489285871940148,0.271067795049572,-4.13468333935893
"3122","FBgn0085478","Zdhhc8","Zinc finger DHHC-type containing 8",0.509442484655906,4.45420806866272,1.57862317462266,0.145709695934804,0.450343157332113,-4.85454552103496
"1939","FBgn0053087","LRP1","LDL receptor protein 1",0.509387267795649,7.59774982908242,2.34217102745143,0.0413498393240561,0.251310377016101,-4.31381516528802
"5755","FBgn0266313","lncRNA:CR44978","long non-coding RNA:CR44978",0.507574205013793,7.02846655065112,3.84544429939046,0.00327678043721616,0.0573555141464275,-1.73687614899175
"6578","FBgn0037657","hyx","hyrax",0.50746662363384,6.32542394272234,2.11020702698414,0.0612059186044963,0.304068339282434,-4.4650874152609
"1984","FBgn0037324","Orco","Odorant receptor co-receptor",0.507080032636577,-1.35546534885586,0.221921394413318,0.828871449432102,0.931078154474858,-4.75068689229024
"2002","FBgn0033348","Spt","Spitting Image",0.506509750410431,0.741850577353876,0.428125558487736,0.677694554255672,0.864021125262818,-4.96443422508056
"1251","FBgn0022153","l(2)k05819","lethal (2) k05819",0.506184160227483,6.34138781199367,1.41356943904164,0.188055124301138,0.499674528512042,-5.45649056132437
"3532","FBgn0028539","Eato","Engulfment ABC Transporter in the ovary",0.5060184562001,4.21771642754495,1.47319549186302,0.171668155648484,0.483851165780665,-4.9329861648303
"4065","FBgn0250786","Chd1","Chromodomain-helicase-DNA-binding protein 1",0.50566699594467,5.17591536402025,1.29463332422988,0.224733508913922,0.538637939573691,-5.35880315008032
"6066","FBgn0066084","RpL41","Ribosomal protein L41",0.505651953081372,7.17249038564125,2.96057790760972,0.0143742501285919,0.13376354847864,-3.22230193703882
"2618","FBgn0031534","Snx1","Sorting nexin 1",0.505212327167682,6.0834565856265,2.02320855155605,0.0707930114797881,0.321501966571875,-4.55417063137902
"271","FBgn0013276","Hsp70Ab","Heat-shock-protein-70Ab",0.504962512341479,4.56615331516867,1.90533938717764,0.0860625960780247,0.353234941045519,-4.43430788489122
"4778","FBgn0004373","fwd","four wheel drive",0.502716321670338,7.26563835429216,2.3110055391756,0.043599138038644,0.258108153648082,-4.30923291743719
"2256","FBgn0000451","ect","ectodermal",0.501651793626155,1.09981854138326,0.343375242170313,0.738473432038188,0.892798732266428,-5.04823734132414
"6455","FBgn0014007","Ptp69D","Protein tyrosine phosphatase 69D",0.501383795244921,7.06762603990411,3.60813228292519,0.00483534716053641,0.0708236142925627,-2.12964665994298
"2884","FBgn0037074","CG7324","",0.498368436423553,4.63899364189607,1.54917022239682,0.152589814478946,0.459278573470145,-4.93098759920183
"5002","FBgn0267253","CG32700","",0.498281581806557,4.22887909719944,1.83749872578182,0.0961940494204483,0.369853475606743,-4.46125225425392
"239","FBgn0041588","eIF2D","eukaryotic translation initiation factor 2D",0.498280506886477,4.32287459439199,1.59474345491542,0.142061348807852,0.445555630443735,-4.80361708873956
"7997","FBgn0266557","kis","kismet",0.498250705146537,10.7404379384124,3.83568125922687,0.00332921944639804,0.057958042777654,-2.27702773992234
"5378","FBgn0259978","vlc","vulcan",0.497978714042794,7.47602881143535,2.82054667389622,0.0182572698568853,0.156597063062658,-3.50356246191472
"4593","FBgn0020278","loco","locomotion defects",0.497831918956009,2.7651401195294,0.777167555160765,0.455171153879036,0.734578118284686,-5.25797944453464
"3652","FBgn0030674","HUWE1","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",0.497806793778077,7.7110311029799,3.62180279259111,0.00472735240617298,0.0702434985922665,-2.1969771504769
"6038","FBgn0010762","simj","simjang",0.497638201240592,5.70004425116794,2.32057682682437,0.0428959522485322,0.255417420018978,-4.02501330928661
"4185","FBgn0264494","CG17646","",0.497230185826831,6.0278132417286,1.99176158158145,0.0745963211448663,0.330143827089345,-4.59167810197706
"561","FBgn0010387","Acbp2","Acyl-CoA binding protein 2",0.497154085992712,0.436139828698172,0.523251054752894,0.612272763596218,0.828564772475316,-4.88514020196321
"4915","FBgn0028982","Spt6","Spt6",0.496629395134603,6.2703708332771,2.12139593079774,0.0600667433732558,0.301139981878,-4.43819171705844
"6996","FBgn0016754","sba","six-banded",0.496278991156652,4.52272376175563,1.50798665634099,0.162688138313994,0.471780908711292,-4.9598962024795
"1012","FBgn0264000","GluRIB","Glutamate receptor IB",0.495959029422791,4.77746893083848,2.14396408515139,0.0578304423210446,0.294350510356542,-4.12731241753905
"7327","FBgn0039881","CG1971","",0.495805554348977,2.18352907646005,0.547499284343214,0.596123112439106,0.818307723340446,-5.23841219564866
"5385","FBgn0021764","sdk","sidekick",0.495293820669544,8.0815645478795,2.86603573854923,0.0168915293903591,0.149405486545297,-3.52102227720983
"320","FBgn0026160","tna","tonalli",0.49493401583335,7.0887857200992,3.68076660246962,0.00428952693945624,0.0668525723834283,-2.01349451090887
"7313","FBgn0040344","Lztr1","Leucine zipper like transcription regulator 1",0.494850328338546,4.55748249832477,1.35758836756717,0.204636381729441,0.518340674682743,-5.14814064641614
"821","FBgn0034908","CG5543","",0.494848151421121,4.36267748268644,1.37080767897466,0.200613511190357,0.514262934619012,-5.08788153578513
"5170","FBgn0040153","l(1)G0469","lethal (1) G0469",0.494751938775198,6.51009061110362,3.13556477509139,0.0106747534614398,0.111859931660414,-2.83080418373775
"7476","FBgn0036277","CG10418","",0.494397949341534,5.35161811524953,2.39195195684182,0.0379901457645449,0.240105361866035,-3.85101520572071
"6155","FBgn0031832","CG9596","",0.493976013504793,2.54178169418896,0.901911504282708,0.388451587668933,0.683971457666435,-5.11600434701522
"5001","FBgn0037206","CG12768","",0.493939763817861,5.68135445138008,2.33416567459822,0.0419165613320647,0.252894068404471,-4.00054487211141
"3895","FBgn0032123","Oatp30B","Organic anion transporting polypeptide 30B",0.493034463729904,4.70939485643061,1.72617608409804,0.115228830349872,0.403644716806308,-4.71254923303771
"1417","FBgn0083950","side-VI","sidestep VI",0.492749380268813,7.51073110546373,2.87939904985942,0.0165102741890774,0.146982581811104,-3.41035179647979
"2944","FBgn0027529","tapas","tapas",0.492613782493684,9.23453585603513,3.23375533906814,0.00904091837996779,0.101349558428643,-3.07075228627705
"3780","FBgn0025836","RhoGAP1A","Rho GTPase activating protein at 1A",0.492311794471034,6.5044372514892,2.83613917891144,0.0177770079402772,0.153870065922284,-3.32536386162403
"6540","FBgn0034408","sano","serrano",0.491884392976578,5.78872554093705,2.26768334588307,0.0469247324318199,0.2666531994414,-4.12402266275195
"1121","FBgn0264745","CR44003","",0.491467644045085,1.98411762330194,0.795412703697719,0.444965959522565,0.728633975567342,-5.06020887649935
"5653","FBgn0266753","lncRNA:CR45226","long non-coding RNA:CR45226",0.491451398661155,0.623326724575382,0.402039176694756,0.696170377785822,0.872177531721213,-4.94307817284182
"844","FBgn0035872","Cpsf6","Cleavage and polyadenylation specific factor 6",0.491198878693972,7.37883357049157,3.22378795761893,0.00919437204682543,0.102406231671539,-2.8129484312698
"1086","FBgn0263507","lncRNA:CR43496","long non-coding RNA:CR43496",0.490612650117264,1.35125124822875,0.710286613061805,0.493865642865797,0.760251832174669,-4.97079201505036
"1652","FBgn0031485","CG9643","",0.490397041348468,3.09299892964134,1.13806181602346,0.281801674068512,0.597137071142667,-5.03947238016689
"4867","FBgn0263772","CG43689","",0.489914908155187,7.91145502168814,4.04786193283039,0.00236404648368191,0.0454607577756675,-1.52518304006787
"1225","FBgn0261710","nocte","no circadian temperature entrainment",0.489734941180239,7.71343868322521,4.17245367732094,0.00193876434906712,0.0398270666407112,-1.29878402821377
"1011","FBgn0263934","esn","espinas",0.489443118120284,4.27068514434611,1.78305020015445,0.105111093292718,0.385923973899133,-4.5453172845847
"4481","FBgn0037445","CG9727","",0.488739072255007,8.17426808861598,4.14669722766293,0.00201956197498902,0.0410760909615959,-1.40023646087192
"4013","FBgn0028476","Usp1","Ubiquitin specific protease 1",0.488683475508878,3.73032652038969,1.21429114428849,0.252717730850121,0.56892646421793,-5.11735374401169
"2212","FBgn0037622","CG8202","",0.488517930865497,5.27301711387817,2.04014638492509,0.0688212363795493,0.317531566239225,-4.37618332692235
"1662","FBgn0031422","PIG-Wa","Phosphatidylinositol glycan anchor biosynthesis class W a",0.4883906532678,2.4300223387979,0.996837420139777,0.342508267006679,0.648730604405812,-5.01829419187487
"3644","FBgn0011648","Mad","Mothers against dpp",0.488151001544822,3.96917151477021,1.54518583031287,0.15354218136654,0.461468948167103,-4.79033678325681
"4320","FBgn0037976","Tk","Tachykinin",0.487908936478974,1.64184809058767,0.678578963185819,0.512904231957927,0.771892687545474,-5.04696615851765
"482","FBgn0041723","rho-5","rhomboid-5",0.487816501125214,6.54617359885343,2.19866908687946,0.0527364112175266,0.280308474595898,-4.36653229262064
"5953","FBgn0025455","CycT","Cyclin T",0.487604617729116,6.67382902131691,2.69443356868772,0.0226538755471725,0.179112739714652,-3.58653797630115
"4330","FBgn0025802","Sbf","SET domain binding factor",0.487540663545826,5.8265904160664,1.21442729320018,0.252668024239306,0.56892646421793,-5.59350663658209
"605","FBgn0003444","smo","smoothened",0.487308686687539,2.31172214383113,0.746094023182796,0.47289936626665,0.747688168692624,-5.16805679704228
"5037","FBgn0029800","lin-52","lin-52",0.487029412413927,5.01548992763443,2.23865472425715,0.0492894955496915,0.271280052193643,-4.02851677996704
"5716","FBgn0034145","CG5065","",0.486730293955846,8.64221613758559,4.60847663811206,0.000984809897549741,0.0273384558383994,-0.726925105753196
"5234","FBgn0053169","CG33169","",0.486549104996662,0.553525134049811,0.574321050068108,0.578524632544363,0.80867078851224,-4.88754874320397
"3023","FBgn0086447","l(2)37Cg","lethal (2) 37Cg",0.486340505810155,2.01445400570769,0.92991976488652,0.37446130005483,0.676545700148692,-4.97771543900466
"7674","FBgn0034314","nopo","no poles",0.485325462513233,1.60479628935524,0.607463416991171,0.557175468067565,0.798449742084266,-5.06541665135755
"711","FBgn0028515","EndoGI","Endonuclease G inhibitor",0.485078914927492,4.57170207895319,1.57636335564723,0.146227710403061,0.450357232526969,-4.88188360612595
"7671","FBgn0086368","tw","twisted",0.485006396368827,-0.100514442508753,0.297690713603598,0.772072748969584,0.907210321504801,-4.86002591635135
"3639","FBgn0261434","hkb","huckebein",0.484546868226047,3.23611651648706,0.749773230874835,0.470777550852851,0.745662030562068,-5.39739307850516
"4744","FBgn0039283","danr","distal antenna-related",0.484545145897021,8.86819701744554,3.2557594676478,0.00871139644223038,0.0987331649183545,-2.97929026897487
"1424","FBgn0040837","CG8620","",0.483388457726523,1.11515795085477,0.618956725142872,0.549876587815513,0.793107937876087,-4.96569454429818
"187","FBgn0005674","GluProRS","Glutamyl-prolyl-tRNA synthetase",0.482581594755876,6.16409642870817,2.42336966812709,0.0360090585115137,0.231977473019304,-3.94290023448712
"3132","FBgn0031725","DIP-eta","Dpr-interacting protein eta",0.482422376688439,5.16352907877515,1.65165542338757,0.129821884982848,0.42550715153732,-4.90797454750264
"4839","FBgn0035649","CG10483","",0.482368059611648,4.93447128693558,1.87938699410682,0.0898152082494629,0.360005642041871,-4.54563697166478
"4556","FBgn0263289","scrib","scribble",0.481809042728409,6.61754847972007,2.24165227381067,0.0490400598493194,0.271067795049572,-4.31066952350364
"3356","FBgn0039451","CG6420","",0.481697018691823,3.78531756644573,1.0521400800469,0.317658873909751,0.628056536794135,-5.28808175174176
"46","FBgn0031238","CG3645","",0.481333656336288,3.59630532506437,1.31324811857404,0.218627278465034,0.532126880079142,-4.97819947495319
"6500","FBgn0033738","DUBAI","Deubiquitinating apoptotic inhibitor",0.481055610840144,5.09966228840644,2.29566890891227,0.044749359665075,0.261320813859599,-3.95621660736493
"3244","FBgn0037606","CG8032","",0.480228300046009,5.54717619334834,2.01336433208431,0.071963447973315,0.324512319242754,-4.46959734273199
"2794","FBgn0033636","tou","toutatis",0.480106019793775,7.14448988720079,2.93387391168147,0.0150440765730267,0.137352419111734,-3.26281650308554
"5648","FBgn0083969","CG34133","",0.479278708381663,3.35225323113341,0.972029401440759,0.354112303871641,0.659584164458836,-5.25697521198921
"5592","FBgn0003557","Su(dx)","Suppressor of deltex",0.478650117935089,9.51275065576765,2.28113838959415,0.0458663221469564,0.264557416454597,-4.71764860383475
"6265","FBgn0015360","oxt","peptide O-xylosyltransferase",0.478352414175442,5.27416980474725,1.27408314184717,0.231637459709128,0.54514976798239,-5.40675652415059
"3872","FBgn0011826","Pp2B-14D","Protein phosphatase 2B at 14D",0.477535814642471,6.56967094708888,2.08464722364954,0.0638861417636261,0.308826749772029,-4.54825418557753
"2863","FBgn0038046","CG5641","",0.476989726838017,9.16779699166392,4.40880471673078,0.00133856230395256,0.0329310372801742,-1.11098102646895
"7498","FBgn0033403","CG13739","",0.476823570136497,3.9001682280054,0.788009058843646,0.449088802864143,0.730719069373511,-5.54419487402102
"2496","FBgn0020261","pcm","pacman",0.476701608870751,6.56464017813992,1.95274290724976,0.0795832758786038,0.339354321688888,-4.74807880723177
"5180","FBgn0037973","CG18547","",0.476483949336924,1.92463869910112,0.71631601315306,0.490295337676779,0.757854926578272,-5.09189286749526
"8110","FBgn0033903","CG8323","",0.475955499775251,3.26585429335737,1.13693882857541,0.282249072670724,0.597137071142667,-5.08601005874057
"1303","FBgn0026206","mei-P26","meiotic P26",0.475392079731984,9.05900147916523,3.8152076818266,0.00344205704408112,0.0590467280401138,-2.06483289721126
"6735","FBgn0037816","CG6345","",0.475171988090063,2.16186441364866,0.793889121555084,0.445812346612416,0.729293261420311,-5.10523722424188
"7319","FBgn0036382","CG13737","",0.475008094732821,3.13440552683906,1.08029662079689,0.305542968110569,0.617185478832993,-5.10796845284358
"1192","FBgn0032477","CG5287","",0.474913673404243,5.13459500198448,1.99602532692553,0.0740695749782279,0.329523387978397,-4.41540488661635
"1411","FBgn0011016","SsRbeta","Signal sequence receptor beta",0.474740338118346,7.80160295851118,3.20769126324624,0.00944785902497085,0.103926449274679,-2.90296551421729
"3071","FBgn0051721","Trim9","Tripartite motif containing 9",0.474698417917462,6.802340371654,2.50690043182877,0.0312230950866533,0.214959081923653,-3.91492671095846
"2268","FBgn0051921","CG31921","",0.474411099279122,3.19428568013257,1.39256363668577,0.194138139922331,0.507837873650066,-4.80342535183789
"8096","FBgn0038956","CAH8","Carbonic anhydrase 8",0.473296453453115,1.36808323906282,0.734456995152146,0.479650469635807,0.750877935624214,-4.96225706971695
"3738","FBgn0028836","CSN7","COP9 signalosome subunit 7",0.473217403571362,7.88688904526943,4.37739909289078,0.00140547789864561,0.0335748486020759,-0.99514922829635
"6057","FBgn0039631","Sirt7","Sirtuin 7",0.473167301673044,2.06719115913659,0.595634967104814,0.564743853664852,0.801466241723359,-5.19501928889439
"1276","FBgn0038286","CG6966","",0.472568249181118,5.8184600511246,1.77167143416698,0.107067920973627,0.389281905593051,-4.87472388667969
"1284","FBgn0003480","spn-B","spindle B",0.471900558979152,1.52343582286928,0.711141747459948,0.493358297563932,0.759731096529765,-5.00163228473644
"7177","FBgn0029870","Marf","Mitochondrial assembly regulatory factor",0.471705024926653,5.53504165012706,1.83748097283807,0.09619683960286,0.369853475606743,-4.72418956884903
"4585","FBgn0040333","brv3","brivido-3",0.47152958930928,7.56580776840664,3.20543338757171,0.00948398476411647,0.104184362041103,-2.87173347218669
"2766","FBgn0034442","CG11257","",0.471082249558354,2.52514854937874,0.643701887429319,0.534348801762649,0.786448881261631,-5.27313783318637
"1684","FBgn0030735","CG3632","",0.470915660041304,3.73669656878309,1.17118920311084,0.268852828727036,0.583971370248494,-5.16102221467857
"6197","FBgn0035111","Dis3l2","Dis3 like 3'-5' exoribonuclease 2",0.470806842755478,6.36777729076192,1.51424923043448,0.161115854686624,0.470884462293063,-5.33215469251952
"7695","FBgn0015926","dah","discontinuous actin hexagon",0.470641899191051,2.97561262352461,0.762981458638519,0.463210534662786,0.739355276480986,-5.32295967723008
"5853","FBgn0034849","CG3500","",0.470513849206509,6.24345533570592,2.56564818946109,0.0282393206028582,0.206259997683277,-3.72741074105711
