,NAME,ensembl,htseqout_filter_B24,htseqout_filter_C24,htseqout_filter_D24,htseqout_filter_E24,htseqout_filter_F24,htseqout_filter_G24
4814,CG11577,FBgn0036847,6.91862943,7.000989856,6.797125608,6.680358274,6.896544829,6.81935829
4815,CG10424,FBgn0036848,5.566385794,5.803437037,5.811798759,5.472503248,6.167678561,5.701508109
4816,CG14079,FBgn0036849,4.075662225,3.851143174,4.138470293,4.484059253,3.616314482,2.481210392
4817,Gem2,FBgn0036850,5.444978816,5.401492653,5.85608238,5.667613142,5.47963606,6.053686477
4818,mRpL21,FBgn0036853,6.34274805,6.429013643,6.722977415,6.213700707,6.231842694,6.580325713
4819,CG9629,FBgn0036857,4.314671551,4.413190929,4.402825626,3.390095837,3.966628308,4.275993766
4820,CG14086,FBgn0036860,2.22441323,1.621555639,2.853079269,0.311688385,1.848565445,0.48037248
4821,CG9451,FBgn0036876,1.094551379,-0.676054365,2.771349619,-4.002720471,1.721623318,-3.098146567
4822,Cpr76Bc,FBgn0036880,2.557891434,-4.002720471,1.383627568,0.739680157,-4.002720471,-1.702900883
4823,CG9279,FBgn0036882,5.57938562,4.950169324,5.520603089,5.64307338,5.176344986,5.155339949
4824,CG9300,FBgn0036886,5.237843986,2.466825058,5.007940842,4.674689012,6.222105029,4.818274132
4825,CG9231,FBgn0036887,5.278267869,5.529328543,5.707990986,5.281017766,5.035186003,5.455458849
4826,CG9330,FBgn0036888,6.45456766,6.369789973,6.400311037,6.197992497,6.026372007,6.054277069
4827,CG14100,FBgn0036889,6.173041058,6.350990534,6.370784118,6.221491137,5.81028841,5.705273379
4828,CG9368,FBgn0036890,7.928876856,7.552758975,7.609508673,7.210486986,7.240277141,7.661390977
4829,CG9372,FBgn0036891,1.11849894,-2.513907763,2.029147596,1.781557497,-1.918044563,-2.333703317
4830,Lon,FBgn0036892,4.919582144,3.74600655,4.347497348,3.412047931,4.790087463,4.866149811
4831,CG9376,FBgn0036893,7.770222054,8.011232977,8.113290895,7.924798439,7.822035978,8.000455916
4832,ms(3)76Cc,FBgn0036895,1.142055473,-2.513907763,1.588412266,1.35269551,2.346089986,-1.702900883
4833,wnd,FBgn0036896,4.956587337,4.98524107,6.617005362,5.942972693,6.374052701,5.383024414
4834,CG8786,FBgn0036897,3.774038748,3.575783917,3.465411643,3.036795282,3.534750207,0.020521723
4835,tey,FBgn0036899,1.254392385,2.72837085,2.057008429,0.739680157,1.645954032,2.211545957
4836,CG8765,FBgn0036900,3.971037753,2.874095425,1.037109421,3.503493263,3.079797083,4.757193659
4837,CG14102,FBgn0036906,1.338360429,1.176324414,1.1186891,0.954352297,1.05983214,0.614564562
4838,CG14103,FBgn0036908,5.138868994,5.292668708,5.672410118,5.498384533,5.662597308,4.924166358
4839,CG15881,FBgn0036909,6.021732223,6.395124875,6.589249782,6.307938155,6.376395832,6.476192845
4840,Cyp305a1,FBgn0036910,1.11849894,-3.074225423,-4.002720471,0.716345841,2.447632119,-3.098146567
4841,Fibp,FBgn0036911,6.688026101,6.504824253,6.748297317,6.588562928,6.528992842,6.539570005
4842,Usp32,FBgn0036913,4.831772674,3.390528945,5.551535049,5.582255429,6.759647291,5.999517974
4843,Prp3,FBgn0036915,5.55655847,4.950169324,5.432950107,5.410244388,6.131375552,5.767823709
4844,Mtr3,FBgn0036916,1.358610447,2.303515244,2.366277506,3.110247433,2.118669173,3.404380366
4845,CG7770,FBgn0036918,7.183811502,7.642967095,7.792324868,7.588296132,7.517401361,7.702661175
4846,Grasp65,FBgn0036919,8.088377934,8.577206643,8.582271157,8.82799101,8.670500698,9.010359232
4847,CG8004,FBgn0036920,6.163001113,6.412407384,6.608205078,6.39180004,6.419639261,6.550914009
4848,RhoGDI,FBgn0036921,6.736706544,6.904538467,6.70272733,6.460998076,6.148613486,6.440043178
4849,CG14182,FBgn0036922,6.930937577,7.434848125,7.565937148,7.158679833,7.280554134,7.428633572
4850,CG7646,FBgn0036926,8.244453505,8.507212167,8.364230194,8.519782217,7.958096115,8.551554089
4851,CG7433,FBgn0036927,9.352624109,9.119463035,9.141259253,8.924056367,9.066109004,8.980995925
4852,Tom20,FBgn0036928,7.848376908,7.916328665,8.131830637,8.07496599,7.746607988,7.992928095
4853,CG7668,FBgn0036929,2.531377918,2.851746162,3.240910566,2.164398998,3.643806379,1.911256133
4854,CG14183,FBgn0036931,1.254392385,1.92964204,0.826639818,0.6926279,1.630331982,1.327824257
4855,CG14184,FBgn0036932,4.414769374,4.463802915,4.75931092,4.404168029,4.498959395,4.117741921
4856,sNPF-R,FBgn0036934,5.62398413,4.946219308,4.955246579,4.47191862,3.812498591,4.500614282
4857,CG14186,FBgn0036935,7.211909459,7.474698903,7.23462901,8.453301351,8.377631402,8.420491747
4858,CG7328,FBgn0036942,-1.677692937,1.423643709,0.417714004,1.712476466,0.596173822,-4.002720471
4859,Ssk,FBgn0036945,-1.025334803,-1.320206225,0.618033949,1.523749177,1.51596799,2.040872701
4860,CG17233,FBgn0036958,7.199683883,7.222374864,7.254692698,8.399262053,8.159444688,8.302285258
4861,CG6951,FBgn0036959,2.085524565,-0.383176083,2.18877162,1.82583969,1.793520764,2.409166411
4862,CG17122,FBgn0036962,-0.06498822,0.471540604,-0.999645766,-0.559449142,0.563643284,2.277776657
4863,FRG1,FBgn0036964,4.436365381,4.796297046,4.913947078,4.502933341,5.036668197,4.442247276
4864,CG6597,FBgn0036967,7.305828522,7.309001436,7.095468872,6.587759496,7.120286331,6.939310775
4865,Rbbp5,FBgn0036973,4.417184957,4.833838736,4.108829407,4.047754008,4.071575861,4.398264494
4866,eRF1,FBgn0036974,8.352682894,8.26379949,8.017283857,7.96943195,8.019725992,8.118673402
4867,CG5618,FBgn0036975,2.22441323,3.080388002,3.641348963,3.175869884,3.288277992,3.355380491
4868,RhoBTB,FBgn0036980,7.445500779,7.092884644,6.757347237,7.152444751,7.033126014,7.331362223
4869,CG13248,FBgn0036984,5.678364323,5.227982718,4.597989978,3.91569208,5.662597308,4.929326708
4870,CG5282,FBgn0036986,4.687143596,4.138746506,4.619169516,3.397450378,4.196178384,4.228640359
4871,CG5274,FBgn0036987,3.961139186,4.982672201,4.484598918,3.602272501,4.230258296,4.315943926
4872,CG5262,FBgn0036988,5.193438991,4.539164647,4.586087814,4.961902213,5.45324156,6.041227861
4873,mRpL15,FBgn0036990,5.089744654,5.303001659,5.408827966,5.394710052,5.416142149,5.540537132
4874,CG5872,FBgn0036991,3.86177976,2.823313734,3.460204623,2.206877115,2.575500349,2.778625349
4875,CG11796,FBgn0036992,0.941864773,1.246530338,0.793900192,1.105699939,1.128164229,-0.058999751
4876,CG5910,FBgn0036993,3.724185896,3.021537188,3.589829973,3.329869501,3.379877585,4.133477456
4877,CG5199,FBgn0036994,4.761269746,4.722774828,5.198227073,4.694229296,5.139572583,5.343947678
4878,atk,FBgn0036995,-4.002720471,-0.383176083,0.826639818,1.652269419,2.465350336,-2.148335937
4879,CG5969,FBgn0036998,5.849100771,6.145857814,5.968539695,6.12510894,5.45545964,6.023241106
4880,isoQC,FBgn0036999,2.061018625,0.663400827,2.410142594,1.192815657,1.965235716,1.162373884
4881,ND-39,FBgn0037001,9.186536677,9.231488903,9.240743631,9.241021503,9.357917216,9.257065256
4882,CG17637,FBgn0037004,-2.901117765,-4.002720471,2.238282343,1.482849289,0.563643284,1.090488029
4883,CG5059,FBgn0037007,5.450885479,5.51872833,5.332518767,5.21491282,5.249750346,5.257347659
4884,mTerf3,FBgn0037008,3.36745156,3.775987942,4.061475732,3.205501266,2.730070158,3.722379573
4885,CG5104,FBgn0037009,0.994576342,0.283971128,0.417714004,6.62E-05,0.496295361,0.713598522
4886,CG4825,FBgn0037010,4.330136179,4.062949084,3.802265128,3.246803176,3.876801841,3.887906811
4887,CG4858,FBgn0037011,4.917877324,5.300940981,5.514336309,5.254938124,4.933832651,4.896767478
4888,cmpy,FBgn0037015,7.73749318,7.555354446,7.536243884,7.319761452,7.437183251,7.467507481
4889,CG4074,FBgn0037017,5.060683145,4.85926845,5.091139555,4.89981827,4.511805306,4.823826737
4890,CG4042,FBgn0037018,4.422004022,4.895226564,5.241361674,4.845735366,4.330337795,4.213914422
4891,Pex16,FBgn0037019,5.767203929,5.423442984,5.477442181,5.866202741,5.323249164,5.366950111
4892,Pex14,FBgn0037020,6.946072004,6.802266909,6.852327157,6.863772758,6.951009984,6.904032876
4893,CG11399,FBgn0037021,3.796479319,2.857366019,4.378190132,4.636350997,3.756032844,4.2880954
4894,CG11396,FBgn0037022,3.397122904,3.967440406,4.242222884,2.856429323,2.959928288,3.483690362
4895,tzn,FBgn0037024,7.811665968,7.898892975,8.213012216,8.123310133,7.770633436,7.98163982
4896,CG3634,FBgn0037026,3.672548511,5.319381972,5.518099642,3.404767617,5.612788723,4.667397724
4897,HIPP1,FBgn0037027,6.447494875,6.616743383,6.551187602,5.379006627,5.652965505,5.908381829
4898,CG3618,FBgn0037028,7.70844913,7.764030416,7.614790517,7.930829962,7.887157701,7.837091289
4899,CG11456,FBgn0037031,3.342250592,4.150238223,4.051123091,4.077819504,4.77950337,4.596181541
4900,CG10585,FBgn0037044,4.751731173,4.120167212,4.397387311,4.240010937,3.723271935,4.529785117
4901,CG10584,FBgn0037045,5.334302142,5.229066869,5.397976174,5.121409891,5.587730007,5.146504572
4902,CG10581,FBgn0037046,1.020227069,1.886319205,2.274331286,2.431267175,1.645954032,2.133210935
4903,ICA69,FBgn0037050,8.314318504,8.312558261,8.667762783,8.541105803,8.589882587,8.440847299
4904,CG10565,FBgn0037051,6.477317636,6.265338324,5.876747944,6.284329852,6.474805293,5.959722002
4905,CG10512,FBgn0037057,5.744299669,4.998017252,5.397976174,4.642553955,5.611794686,4.956119809
4906,CG10508,FBgn0037060,6.209732271,5.90799977,5.748066391,5.987512856,6.563847887,6.129626436
4907,CG12975,FBgn0037061,5.804587707,6.096219868,6.11322928,5.949867071,5.488327997,6.085237459
4908,CG9391,FBgn0037063,5.722979791,5.636984479,6.02340958,5.60307935,5.879651908,5.369799798
4909,CG9389,FBgn0037064,0.469747574,2.709851881,1.509951068,1.639920519,1.87531974,3.535369135
4910,CG11309,FBgn0037070,0.577340015,1.064161913,0.858652928,-0.741324208,0.832965292,0.893344034
4911,CG7632,FBgn0037071,4.450585187,5.961162958,5.27881429,6.209528546,6.229252403,5.893276956
4912,Tsr1,FBgn0037073,5.563117451,5.618074013,5.219955576,5.886598449,6.189829375,5.367900632
4913,CG7324,FBgn0037074,4.963214752,4.356776354,3.826748078,4.492669006,5.027752103,5.183686854
4914,ebd2,FBgn0037076,2.864420892,2.545518504,3.53144631,2.728144213,3.38454121,2.628078802
4915,barc,FBgn0037081,6.834379622,6.925756369,6.390079442,6.586151287,6.369354992,6.603915014
4916,CG5664,FBgn0037082,2.097623184,1.783807212,2.262414777,1.639920519,2.889492346,0.639967641
4917,Syx6,FBgn0037084,7.449931442,7.404700452,7.358393592,7.407746073,7.101288649,7.516976454
4918,CG7519,FBgn0037087,5.835619602,5.965722857,5.974030218,5.65998921,5.849609468,6.017195341
4919,M6,FBgn0037092,5.07910577,4.528636722,4.537472238,4.68674509,4.14762099,4.128999074
4920,Cdk12,FBgn0037093,5.219968972,5.20612683,5.721110783,5.386417771,5.375723055,4.891489128
4921,CG7611,FBgn0037094,7.165249923,7.419021986,6.979696627,7.083729728,8.091008596,7.579034774
4922,Wnk,FBgn0037098,7.55895707,6.906572717,7.138073662,8.092347504,8.192565744,7.84376823
4923,CapaR,FBgn0037100,-1.025334803,1.807225414,-1.552391566,-4.002720471,2.2875353,0.934986991
4924,CRIF,FBgn0037102,4.949929337,5.412032314,5.260958329,5.270041553,5.425223938,5.224140083
4925,S1P,FBgn0037105,1.165233542,1.158225816,-0.155102255,2.387618233,2.607767579,1.802970944
4926,CG11307,FBgn0037106,6.501991998,6.375186507,6.486711262,5.885945004,6.438263307,6.156829117
4927,CG7166,FBgn0037107,5.262233978,5.036919319,4.997195363,5.137969571,5.360417061,4.962426442
4928,CG11306,FBgn0037108,7.397067953,7.534677981,7.552237878,7.313700544,7.536384982,7.446515288
4929,MED1,FBgn0037109,5.154878965,4.512699368,4.786608954,5.587087696,4.758099351,4.271937225
4930,ORMDL,FBgn0037110,3.186709631,4.103711709,3.773166453,4.102779128,3.526334307,3.985268501
4931,Als2,FBgn0037116,3.087070925,4.136437137,3.677694517,3.764635835,2.780481195,3.081797655
4932,CG11248,FBgn0037117,3.672548511,3.451248751,2.796358306,3.486351935,3.021107266,3.67093506
4933,CG11247,FBgn0037120,7.158407791,7.19738996,7.834939779,7.86022939,8.042221062,8.097626929
4934,Rpb8,FBgn0037121,4.269932853,4.110787063,4.817477947,3.469004491,3.863500446,4.203303102
4935,CG14566,FBgn0037127,-0.06498822,0.380802036,2.250399018,-0.559449142,-0.816141487,0.614564562
4936,Syn1,FBgn0037130,6.37479187,6.122711371,6.098223368,6.107279287,5.543583929,5.735046912
4937,CG7370,FBgn0037133,0.577340015,1.1213329,0.889971067,1.56352146,1.676699625,2.371748781
4938,CG7407,FBgn0037134,5.800892621,5.835822703,6.27246534,5.608634812,5.239489777,5.746786384
4939,CG7414,FBgn0037135,8.997196997,8.883895318,8.694893035,8.766484442,8.988871611,8.848858407
4940,Nopp140,FBgn0037137,4.948260025,5.000558967,4.74225173,6.211094521,5.187062917,5.780728727
4941,P5CDh1,FBgn0037138,8.370087179,7.976633604,8.254021939,8.189281427,8.57618824,8.687390105
4942,CG7442,FBgn0037140,-0.363569895,3.642399998,3.486053801,3.527154033,2.941056994,2.69019493
4943,DNApol-eta,FBgn0037141,4.646544236,4.258262594,4.324757916,4.714980849,3.966628308,4.961167319
4944,CG14562,FBgn0037142,6.829400507,6.23759553,6.553634333,7.078591847,6.185159054,7.308028237
4945,CG14561,FBgn0037149,5.462626749,5.124585045,5.000786089,5.340415211,4.841873615,4.92803835
4946,CG7133,FBgn0037150,5.097296109,4.739609014,5.333942853,4.83087363,4.626486962,4.715983345
4947,CG7130,FBgn0037151,0.43202328,0.855358807,-0.288981758,2.19848096,-0.816141487,0.737330092
4948,olf413,FBgn0037153,8.772612228,8.266705963,8.372049164,8.222010871,8.605696745,8.159592635
4949,CG11523,FBgn0037156,5.937576459,6.030582174,6.285035879,6.157415621,6.105479354,6.382886372
4950,laza,FBgn0037163,1.759780461,2.678448676,3.608777698,1.676654567,3.351574742,2.981034505
4951,CG11438,FBgn0037164,2.410498217,2.429585256,1.942183658,2.190035654,0.232232106,1.623588107
4952,CG11426,FBgn0037166,5.562026356,5.968322058,6.109908095,5.469889399,5.259938455,5.521015649
4953,CG11425,FBgn0037167,4.774518678,5.323448155,5.653144699,3.943591771,5.273830657,4.939592362
4954,CG14459,FBgn0037171,7.790627119,7.975665051,7.554682831,7.965262232,8.115411133,8.201784082
4955,ArfGAP3,FBgn0037182,7.269191878,7.088112653,6.866664899,6.769143275,6.74430821,6.648794439
4956,CG14451,FBgn0037183,0.859000396,-1.662214338,-4.002720471,-2.348616583,0.351364043,2.177254386
4957,CG14450,FBgn0037184,6.252970132,5.623855657,5.949156623,6.118448616,5.82322862,6.017801059
4958,CG11367,FBgn0037185,5.325327301,5.563251024,5.632461659,5.433683885,5.405856332,5.352616626
4959,CG11241,FBgn0037186,1.945279102,2.805981366,1.607378497,2.009834385,2.517235625,2.634412155
4960,CG7369,FBgn0037188,4.928076151,4.775670225,4.92154455,5.271042848,4.620569021,5.047941355
4961,CG11137,FBgn0037199,6.398824554,6.587877761,6.891055371,6.943183607,6.30930535,6.635831756
4962,CG11109,FBgn0037200,2.540270007,2.933828464,2.262414777,2.084636794,2.61572287,2.778625349
4963,Ssl1,FBgn0037202,5.052937073,5.019480422,4.658346312,4.87237061,5.143704998,4.967451974
4964,CG12768,FBgn0037206,5.831097738,5.136189666,5.356539098,5.920176111,6.038259249,5.813890828
4965,Mes2,FBgn0037207,-1.852879522,0.471540604,1.316060252,0.807500645,1.779425064,1.531576476
4966,beta-Man,FBgn0037215,2.073323628,0.984229408,1.750749485,1.803868487,0.77731048,-4.002720471
4967,aux,FBgn0037218,8.524399023,8.608056426,7.907989985,8.729173985,8.964743859,8.691477118
4968,CG14641,FBgn0037220,6.618355387,6.80844515,6.964606817,6.918794069,6.855982729,6.688140017
4969,CG14642,FBgn0037222,-0.06498822,-0.232308595,1.092005171,1.941041361,0.627986992,-3.098146567
4970,TwdlU,FBgn0037223,-0.92401808,2.29525776,1.626098623,1.069325347,1.765190284,2.301849736
4971,TwdlG,FBgn0037225,3.062591462,3.513080604,3.36311398,1.537128802,2.061570877,2.031305316
4972,CG9766,FBgn0037229,0.43202328,0.411686699,1.29281582,-0.741324208,-0.904402783,2.930460543
4973,CG9780,FBgn0037230,4.108916293,4.912875026,5.013283717,4.706123851,4.00952771,4.343265053
4974,Vps24,FBgn0037231,5.444978816,5.418699501,5.598502412,5.252912334,4.450854232,4.977450822
4975,Suv3,FBgn0037232,3.900277681,4.005899912,3.264999441,3.809432453,4.131065091,3.588526105
4976,CG9795,FBgn0037234,3.967745771,3.742973855,3.928287156,3.781597987,4.088824559,4.257648827
4977,CG1103,FBgn0037235,4.322424586,4.848021656,4.64464036,3.852879894,3.563825155,4.142392728
4978,CG1090,FBgn0037238,9.236119468,9.03628371,9.389311429,9.402901963,9.251605289,9.482182533
4979,CG11739,FBgn0037239,7.548252591,7.590998309,7.595922115,6.975176968,7.039054118,7.070046616
4980,Cont,FBgn0037240,3.680614019,3.173433092,4.461331958,3.910560928,4.14212344,4.745538911
4981,CG14646,FBgn0037241,5.817446484,5.490978418,5.637083583,5.019042338,5.551900091,5.543905371
4982,CG9855,FBgn0037242,4.52190123,5.004363163,5.027435399,5.242740495,4.26608119,4.681228618
4983,CG14647,FBgn0037244,6.141979133,6.4949434,6.425910906,6.433984079,6.037519159,6.026856442
4984,srl,FBgn0037248,4.280585103,4.287697184,3.516473605,2.508013781,3.027084859,2.317678153
4985,eIF3-S10,FBgn0037249,5.45559346,5.153423432,5.044931996,5.618895684,5.788460077,5.234599795
4986,CG1074,FBgn0037250,2.330740884,2.244695016,2.343834463,2.473634202,1.848565445,2.515926684
4987,CG9804,FBgn0037251,0.542359898,0.786332723,1.316060252,0.311688385,-0.816141487,0.332406409
4988,CG14650,FBgn0037252,5.317589891,5.010681283,5.326808325,4.873689551,5.356861728,4.442247276
4989,Fip1,FBgn0037255,7.151533055,6.841428913,6.682188958,6.579700466,6.492734957,6.485856843
4990,CG9775,FBgn0037261,7.513962459,7.353673501,6.802278892,7.112224414,7.25626869,7.188300046
4991,MED31,FBgn0037262,4.60476919,5.003096212,4.825599335,4.164430051,4.204114736,4.748461436
4992,slx1,FBgn0037263,0.270412883,-0.18533274,0.618033949,-1.283993099,1.276044024,-2.148335937
4993,CG9769,FBgn0037270,8.655756253,8.741109566,8.841141249,8.782196452,8.988009978,8.712301717
4994,CG14655,FBgn0037275,-0.740517126,0.984229408,-1.119265301,0.893236638,0.77731048,0.058696948
4995,CG1129,FBgn0037279,5.549969533,5.83368613,5.533055569,5.591903832,5.682617175,5.521869924
4996,CG14657,FBgn0037282,8.472500719,8.736066076,8.375856404,9.169729115,9.564814138,9.168669392
4997,CG1124,FBgn0037290,5.089744654,5.152280897,5.477442181,4.400512527,4.786568052,4.78876708
4998,CG12007,FBgn0037293,5.288858979,4.537415319,5.348106926,5.212829999,5.169605617,4.958645771
4999,CG12590,FBgn0037294,-1.677692937,0.809710297,-0.690808528,2.802048973,1.410165152,-3.480668979
5000,dpr16,FBgn0037295,2.278556389,2.851746162,2.745899756,1.770271265,2.677833668,2.39431561
5001,CG1116,FBgn0037297,6.07853719,6.235439208,5.78185056,5.778794916,5.767189511,6.257709956
5002,CG2604,FBgn0037298,5.709246697,6.560146835,6.295306472,6.321533339,6.149298738,5.4785241
5003,Vps37B,FBgn0037299,6.422463448,6.33597387,6.401669784,6.47410036,6.31603449,6.388517702
5004,Mms19,FBgn0037301,4.218231992,3.484313066,3.264999441,3.393777794,3.056606867,3.552192047
5005,CG1113,FBgn0037304,3.724185896,4.281440131,3.846837865,3.721336886,4.492493291,4.060099635
5006,CG12173,FBgn0037305,5.353347976,5.99533462,6.064307314,5.949241669,5.998501721,5.833290623
5007,CG11999,FBgn0037312,6.57141257,6.881280902,6.950286309,6.770559999,6.656415867,7.013162779
5008,CG1161,FBgn0037313,8.112054632,8.278797257,8.399171622,8.317542656,8.318084842,8.241610316
5009,Cerk,FBgn0037315,5.92574926,6.044813016,5.476152987,4.871050462,6.152036494,6.207620288
5010,CG14667,FBgn0037317,4.00996653,3.903689644,4.068336449,4.659475841,4.359056196,4.196898643
5011,CG2663,FBgn0037323,-1.025334803,1.525990763,-4.002720471,-4.002720471,1.989929256,1.476237628
5012,Orco,FBgn0037324,-4.002720471,-0.280865671,1.269190737,1.226240517,0.273045616,-3.480668979
5013,CG12147,FBgn0037325,-0.577744508,1.004631541,2.000738112,1.41199562,0.056348366,1.733870646
5014,CG14669,FBgn0037326,6.619404717,6.1262071,6.018989738,6.691245659,6.07334436,6.401108397
5015,PEK,FBgn0037327,4.697117396,4.443397075,5.174577552,4.892029222,5.675974706,4.067139548
5016,RpL35A,FBgn0037328,6.682514356,6.758262142,7.070485178,7.013672712,6.775268993,6.773468225
5017,POLDIP2,FBgn0037329,8.029008505,8.021750222,8.080579921,7.508611486,7.570808281,7.614106541
5018,mRpL44,FBgn0037330,5.837424386,6.341999305,6.356141361,6.233355351,6.283943805,6.359660886
5019,Hcs,FBgn0037332,3.947834555,2.678448676,2.124393764,3.083139223,4.457509244,2.628078802
5020,CG2519,FBgn0037336,9.509707737,9.884574287,9.964493433,10.25404635,9.795165797,9.960493961
5021,Snm1,FBgn0037338,2.361168922,2.811781989,3.385261374,0.974162084,1.676699625,0.955366221
5022,Pi4KIIalpha,FBgn0037339,2.98003683,3.33118527,2.65767051,2.644078267,3.003024429,3.451770526
5023,CG14671,FBgn0037340,4.546382743,5.128076243,5.198227073,5.076298332,4.541341625,4.862107867
5024,CG12746,FBgn0037341,5.683390281,5.195073455,5.31963834,5.243760912,5.304915024,5.107200633
5025,CG2931,FBgn0037342,6.03673374,6.031203834,5.794318407,6.322982397,6.25558495,6.558843691
5026,CG2926,FBgn0037344,6.630897254,6.581949821,6.751497893,6.558943829,6.620295976,6.675143688
5027,rev7,FBgn0037345,3.123028504,2.77067915,3.417857739,3.36780455,2.882915222,3.572123973
5028,CG1427,FBgn0037347,4.355547791,4.163908536,3.958144733,3.784405724,3.863500446,3.585260563
5029,CG2911,FBgn0037350,1.774927751,0.96353461,2.452713228,2.409607774,1.862004611,2.529582619
5030,RpL13A,FBgn0037351,9.991801045,10.15874435,10.36184555,10.29811978,10.28149382,10.31074776
5031,CG12171,FBgn0037354,3.811248096,3.895519017,4.012514861,2.929274412,4.166699098,3.501123118
5032,CG12170,FBgn0037356,5.049826962,5.216002974,4.674173736,5.056690374,4.085964059,3.480178389
5033,elm,FBgn0037358,7.484031404,7.387810305,7.492918033,7.08401463,7.031268475,7.232545012
5034,MED27,FBgn0037359,5.799041522,5.598073463,5.315319182,5.092248329,5.842847552,5.263489873
5035,CG2182,FBgn0037360,8.012728555,8.089872054,7.71245887,7.768021567,7.829537361,7.361978006
5036,Atg17,FBgn0037363,4.04162353,4.930310201,4.408243517,4.20899865,3.850075273,4.592933301
5037,CG2104,FBgn0037365,2.267889094,-2.767033656,1.662825539,0.311688385,-2.342248776,1.982492896
5038,CG1239,FBgn0037368,3.421391227,3.491558906,3.686639617,2.452606205,3.620274116,3.766296736
5039,CG2100,FBgn0037369,5.031024167,4.607453349,5.787058596,5.322175225,5.57146095,5.376427259
5040,CG1236,FBgn0037370,5.072990996,4.607453349,5.030951735,4.370930206,5.076122455,4.798669971
5041,Sym,FBgn0037371,4.035347458,4.836686497,3.191491518,3.171586707,4.396479207,4.453036606
5042,CG2091,FBgn0037372,6.777701113,6.954881223,7.009856392,6.472360249,6.689299492,6.681656487
5043,jagn,FBgn0037374,6.079300018,6.085485543,6.018989738,5.898310134,5.757334697,6.101329553
5044,kat-60L1,FBgn0037375,9.896389688,9.620027293,9.369311474,10.45034901,10.47272757,10.26482676
5045,CG2051,FBgn0037376,4.979651304,5.152280897,5.030951735,4.438440993,4.966860276,4.784502086
5046,CG1218,FBgn0037377,3.5893119,5.084416168,3.850822469,4.642553955,4.188198132,3.89319826
5047,CG2046,FBgn0037378,5.70332083,5.864709779,6.161348921,6.098281143,6.011373879,5.618482245
5048,CG10979,FBgn0037379,0.43202328,2.244695016,1.896653487,1.175808268,2.084682073,2.040872701
5049,Hpr1,FBgn0037382,5.501847086,5.521385694,4.99179246,5.244780608,5.532070366,6.078285518
5050,CG2023,FBgn0037383,2.986557634,3.217797976,1.607378497,2.239981469,2.525704614,2.236740115
5051,dgrn,FBgn0037384,4.956587337,5.207227524,5.272886825,5.18759875,4.701289447,4.388930177
5052,CG1213,FBgn0037387,3.585021294,4.487552597,4.576494875,3.440807268,3.273268067,3.339962554
5053,CG2017,FBgn0037391,6.294292872,6.249932227,6.132997414,5.966651252,5.893624048,5.681768709
5054,NPFR,FBgn0037408,3.32176799,2.965396916,2.043145266,4.237964063,3.559707294,4.245287979
5055,Osi24,FBgn0037409,0.393286006,0.500561402,0.920623769,-3.487254983,-2.114611103,1.126878647
5056,Osi3,FBgn0037411,-3.349234113,-4.002720471,1.716220222,1.36775061,3.899788207,3.937408819
5057,Osi7,FBgn0037414,-4.002720471,-4.002720471,-4.002720471,0.487385206,3.567931296,0.737330092
5058,Osi9,FBgn0037416,1.774927751,1.886319205,1.29281582,2.431267175,3.663127571,3.2145351
5059,CG17919,FBgn0037433,0.914768725,-0.61252879,-0.43656782,3.003445337,3.701010591,2.90449281
5060,CG18048,FBgn0037435,3.610575587,4.439655713,3.834817594,3.649236469,3.62816093,1.952392515
5061,CG10286,FBgn0037439,7.131077996,6.824672743,6.667579648,5.968504164,6.589321202,6.724586992
5062,CRAT,FBgn0037440,3.111141945,3.851143174,3.032185376,3.390095837,2.365091738,3.639793878
5063,godzilla,FBgn0037442,9.014848856,9.056654892,9.252369133,8.829690965,9.081718686,9.453870449
5064,Dmtn,FBgn0037443,3.843935231,3.658584252,3.893941794,3.988113117,3.912760688,3.847589948
5065,CG9727,FBgn0037445,7.834437164,7.859181115,8.109346305,8.392836973,8.353898817,8.497316628
5066,Zif,FBgn0037446,5.700348744,5.762092309,5.698072242,5.277036071,5.37103079,5.643032021
5067,Neurochondrin,FBgn0037447,-3.349234113,3.881797625,1.469060022,1.589439953,0.805406244,-1.363037009
5068,CG15186,FBgn0037448,1.296987212,0.921232571,-3.290859744,3.814935479,-4.002720471,-3.098146567
5069,CG1105,FBgn0037465,4.693136146,4.809403091,5.33962518,5.109144169,4.727222878,5.173937366
5070,CG1965,FBgn0037466,4.860457378,4.072644422,4.122078374,4.728165221,4.315761333,3.929704752
5071,CG1104,FBgn0037467,6.345921257,6.188281198,5.86398992,5.675196997,6.271408639,7.155923165
5072,CG1943,FBgn0037468,9.175253241,9.14919067,9.27088878,8.980620527,8.682030576,9.102967811
5073,Dpck,FBgn0037469,6.619929096,7.005425787,7.043756404,6.539131543,6.564361786,6.659314317
5074,Tailor,FBgn0037470,7.195468294,7.272398094,6.943772094,7.625372561,7.393024543,7.159495695
5075,CG10098,FBgn0037472,9.185651412,9.13002096,9.261565138,9.016960227,9.089326745,8.999820367
5076,CG10068,FBgn0037473,4.00033237,3.982947455,4.148216786,3.639965185,3.922414069,4.090360875
5077,Fer1,FBgn0037475,5.268936435,5.108180143,4.817477947,3.462006683,5.136811049,4.968705626
5078,CG2656,FBgn0037478,3.242259172,3.252333055,3.511447972,3.523797588,2.909045702,3.374424055
